名称,数值类型,描述,类别,时间戳精度
"[V4_DPU2011_HW_DI060213_PV]",BOOL,8#炉汽包水位高MFT,"base,scan",0
"[V4_DPU2011_HW_DI060214_PV]",BOOL,8#炉汽包水位低MFT,"base,scan",0
"[V4_DPU2011_HW_DI060215_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI060216_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI070101_PV]",BOOL,8#炉屏过进口集箱疏水电动阀远方,"base,scan",0
"[V4_DPU2011_HW_DI070102_PV]",BOOL,8#炉屏过进口集箱疏水电动阀已开,"base,scan",0
"[V4_DPU2011_HW_DI070103_PV]",BOOL,8#炉屏过进口集箱疏水电动阀已关,"base,scan",0
"[V4_DPU2011_HW_DI070104_PV]",BOOL,8#炉屏过进口集箱疏水电动阀故障,"base,scan",0
"[V4_DPU2011_HW_DI070105_PV]",BOOL,8#炉屏过出口集箱疏水电动阀远方,"base,scan",0
"[V4_DPU2011_HW_DI070106_PV]",BOOL,8#炉屏过出口集箱疏水电动阀已开,"base,scan",0
"[V4_DPU2011_HW_DI070107_PV]",BOOL,8#炉屏过出口集箱疏水电动阀已关,"base,scan",0
"[V4_DPU2011_HW_DI070108_PV]",BOOL,8#炉屏过出口集箱疏水电动阀故障,"base,scan",0
"[V4_DPU2011_HW_DI070109_PV]",BOOL,8#炉高过进口集箱疏水电动阀远方,"base,scan",0
"[V4_DPU2011_HW_DI070110_PV]",BOOL,8#炉高过进口集箱疏水电动阀已开,"base,scan",0
"[V4_DPU2011_HW_DI070111_PV]",BOOL,8#炉高过进口集箱疏水电动阀已关,"base,scan",0
"[V4_DPU2011_HW_DI070112_PV]",BOOL,8#炉高过进口集箱疏水电动阀故障,"base,scan",0
"[V4_DPU2011_HW_DI070113_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI070114_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI070115_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI070116_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI070201_PV]",BOOL,8#炉高过出口集箱疏水电动阀远方,"base,scan",0
"[V4_DPU2011_HW_DI070202_PV]",BOOL,8#炉高过出口集箱疏水电动阀已开,"base,scan",0
"[V4_DPU2011_HW_DI070203_PV]",BOOL,8#炉高过出口集箱疏水电动阀已关,"base,scan",0
"[V4_DPU2011_HW_DI070204_PV]",BOOL,8#炉高过出口集箱疏水电动阀故障,"base,scan",0
"[V4_DPU2011_HW_DI070205_PV]",BOOL,8#炉顶棚管出口集箱疏水电动阀远方,"base,scan",0
"[V4_DPU2011_HW_DI070206_PV]",BOOL,8#炉顶棚管出口集箱疏水电动阀已开,"base,scan",0
"[V4_DPU2011_HW_DI070207_PV]",BOOL,8#炉顶棚管出口集箱疏水电动阀已关,"base,scan",0
"[V4_DPU2011_HW_DI070208_PV]",BOOL,8#炉顶棚管出口集箱疏水电动阀故障,"base,scan",0
"[V4_DPU2011_HW_DI070209_PV]",BOOL,8#炉顶棚管中间集箱疏水电动阀1远,"base,scan",0
"[V4_DPU2011_HW_DI070210_PV]",BOOL,8#炉顶棚管中间集箱疏水电动阀1已,"base,scan",0
"[V4_DPU2011_HW_DI070211_PV]",BOOL,8#炉顶棚管中间集箱疏水电动阀1已,"base,scan",0
"[V4_DPU2011_HW_DI070212_PV]",BOOL,8#炉顶棚管中间集箱疏水电动阀1故,"base,scan",0
"[V4_DPU2011_HW_DI070213_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI070214_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI070215_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI070216_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI080101_PV]",BOOL,8#炉顶棚管中间集箱疏水电动阀2远,"base,scan",0
"[V4_DPU2011_HW_DI080102_PV]",BOOL,8#炉顶棚管中间集箱疏水电动阀2已,"base,scan",0
"[V4_DPU2011_HW_DI080103_PV]",BOOL,8#炉顶棚管中间集箱疏水电动阀2已,"base,scan",0
"[V4_DPU2011_HW_DI080104_PV]",BOOL,8#炉顶棚管中间集箱疏水电动阀2故,"base,scan",0
"[V4_DPU2011_HW_DI080105_PV]",BOOL,8#炉给水平台疏水电动阀1远方,"base,scan",0
"[V4_DPU2011_HW_DI080106_PV]",BOOL,8#炉给水平台疏水电动阀1已开,"base,scan",0
"[V4_DPU2011_HW_DI080107_PV]",BOOL,8#炉给水平台疏水电动阀1已关,"base,scan",0
"[V4_DPU2011_HW_DI080108_PV]",BOOL,8#炉给水平台疏水电动阀1故障,"base,scan",0
"[V4_DPU2011_HW_DI080109_PV]",BOOL,8#炉给水平台疏水电动阀2远方,"base,scan",0
"[V4_DPU2011_HW_DI080110_PV]",BOOL,8#炉给水平台疏水电动阀2已开,"base,scan",0
"[V4_DPU2011_HW_DI080111_PV]",BOOL,8#炉给水平台疏水电动阀2已关,"base,scan",0
"[V4_DPU2011_HW_DI080112_PV]",BOOL,8#炉给水平台疏水电动阀2故障,"base,scan",0
"[V4_DPU2011_HW_DI080113_PV]",BOOL,8#炉给水平台疏水电动阀3远方,"base,scan",0
"[V4_DPU2011_HW_DI080114_PV]",BOOL,8#炉给水平台疏水电动阀3已开,"base,scan",0
"[V4_DPU2011_HW_DI080115_PV]",BOOL,8#炉给水平台疏水电动阀3已关,"base,scan",0
"[V4_DPU2011_HW_DI080116_PV]",BOOL,8#炉给水平台疏水电动阀3故障,"base,scan",0
"[V4_DPU2011_HW_DI080201_PV]",BOOL,8#炉给水平台疏水电动阀4远方,"base,scan",0
"[V4_DPU2011_HW_DI080202_PV]",BOOL,8#炉给水平台疏水电动阀4已开,"base,scan",0
"[V4_DPU2011_HW_DI080203_PV]",BOOL,8#炉给水平台疏水电动阀4已关,"base,scan",0
"[V4_DPU2011_HW_DI080204_PV]",BOOL,8#炉给水平台疏水电动阀4故障,"base,scan",0
"[V4_DPU2011_HW_DI080205_PV]",BOOL,8#炉省煤器疏水电动阀1远方,"base,scan",0
"[V4_DPU2011_HW_DI080206_PV]",BOOL,8#炉省煤器疏水电动阀1已开,"base,scan",0
"[V4_DPU2011_HW_DI080207_PV]",BOOL,8#炉省煤器疏水电动阀1已关,"base,scan",0
"[V4_DPU2011_HW_DI080208_PV]",BOOL,8#炉省煤器疏水电动阀1故障,"base,scan",0
"[V4_DPU2011_HW_DI080209_PV]",BOOL,8#炉省煤器疏水电动阀2远方,"base,scan",0
"[V4_DPU2011_HW_DI080210_PV]",BOOL,8#炉省煤器疏水电动阀2已开,"base,scan",0
"[V4_DPU2011_HW_DI080211_PV]",BOOL,8#炉省煤器疏水电动阀2已关,"base,scan",0
"[V4_DPU2011_HW_DI080212_PV]",BOOL,8#炉省煤器疏水电动阀2故障,"base,scan",0
"[V4_DPU2011_HW_DI080213_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI080214_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI080215_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI080216_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI080301_PV]",BOOL,8#炉A1炉膛吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080302_PV]",BOOL,8#炉A1炉膛吹灰器旋转到位,"base,scan",0
"[V4_DPU2011_HW_DI080303_PV]",BOOL,8#炉A1炉膛吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080304_PV]",BOOL,8#炉A1炉膛吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080305_PV]",BOOL,8#炉A1炉膛吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080306_PV]",BOOL,8#炉A2炉膛吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080307_PV]",BOOL,8#炉A2炉膛吹灰器旋转到位,"base,scan",0
"[V4_DPU2011_HW_DI080308_PV]",BOOL,8#炉A2炉膛吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080309_PV]",BOOL,8#炉A2炉膛吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080310_PV]",BOOL,8#炉A2炉膛吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080311_PV]",BOOL,8#炉A3炉膛吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080312_PV]",BOOL,8#炉A3炉膛吹灰器旋转到位,"base,scan",0
"[V4_DPU2011_HW_DI080313_PV]",BOOL,8#炉A3炉膛吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080314_PV]",BOOL,8#炉A3炉膛吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080315_PV]",BOOL,8#炉A3炉膛吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080316_PV]",BOOL,8#炉A4炉膛吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080401_PV]",BOOL,8#炉A4炉膛吹灰器旋转到位,"base,scan",0
"[V4_DPU2011_HW_DI080402_PV]",BOOL,8#炉A4炉膛吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080403_PV]",BOOL,8#炉A4炉膛吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080404_PV]",BOOL,8#炉A4炉膛吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080405_PV]",BOOL,8#炉A5炉膛吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080406_PV]",BOOL,8#炉A5炉膛吹灰器旋转到位,"base,scan",0
"[V4_DPU2011_HW_DI080407_PV]",BOOL,8#炉A5炉膛吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080408_PV]",BOOL,8#炉A5炉膛吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080409_PV]",BOOL,8#炉A5炉膛吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080410_PV]",BOOL,8#炉L9长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080411_PV]",BOOL,8#炉L9长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080412_PV]",BOOL,8#炉L9长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080413_PV]",BOOL,8#炉L9长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080414_PV]",BOOL,8#炉L10长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080415_PV]",BOOL,8#炉L10长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080416_PV]",BOOL,8#炉L10长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080501_PV]",BOOL,8#炉L10长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080502_PV]",BOOL,8#炉L11长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080503_PV]",BOOL,8#炉L11长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080504_PV]",BOOL,8#炉L11长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080505_PV]",BOOL,8#炉L11长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080506_PV]",BOOL,8#炉L12长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080507_PV]",BOOL,8#炉L12长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080508_PV]",BOOL,8#炉L12长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080509_PV]",BOOL,8#炉L12长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080510_PV]",BOOL,8#炉L13长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080511_PV]",BOOL,8#炉L13长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080512_PV]",BOOL,8#炉L13长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080513_PV]",BOOL,8#炉L13长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080514_PV]",BOOL,8#炉L14长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080515_PV]",BOOL,8#炉L14长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080516_PV]",BOOL,8#炉L14长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080601_PV]",BOOL,8#炉L14长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080602_PV]",BOOL,8#炉L15长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI080603_PV]",BOOL,8#炉L15长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI080604_PV]",BOOL,8#炉L15长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI080605_PV]",BOOL,8#炉L15长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI080606_PV]",BOOL,8#炉蒸汽吹灰密封风机1运行,"base,scan",0
"[V4_DPU2011_HW_DI080607_PV]",BOOL,8#炉蒸汽吹灰密封风机1故障,"base,scan",0
"[V4_DPU2011_HW_DI080608_PV]",BOOL,8#炉蒸汽吹灰疏水电动阀1已开,"base,scan",0
"[V4_DPU2011_HW_DI080609_PV]",BOOL,8#炉蒸汽吹灰疏水电动阀1已关,"base,scan",0
"[V4_DPU2011_HW_DI080610_PV]",BOOL,8#炉蒸汽吹灰疏水电动阀1过载,"base,scan",0
"[V4_DPU2011_HW_DI080611_PV]",BOOL,8#炉蒸汽吹灰疏水电动阀1远方,"base,scan",0
"[V4_DPU2011_HW_DI080612_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI080613_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI080614_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI080615_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI080616_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2011_HW_DI090101_PV]",BOOL,8#炉B1炉膛吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI090102_PV]",BOOL,8#炉B1炉膛吹灰器旋转到位,"base,scan",0
"[V4_DPU2011_HW_DI090103_PV]",BOOL,8#炉B1炉膛吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI090104_PV]",BOOL,8#炉B1炉膛吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI090105_PV]",BOOL,8#炉B1炉膛吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI090106_PV]",BOOL,8#炉B2炉膛吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI090107_PV]",BOOL,8#炉B2炉膛吹灰器旋转到位,"base,scan",0
"[V4_DPU2011_HW_DI090108_PV]",BOOL,8#炉B2炉膛吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI090109_PV]",BOOL,8#炉B2炉膛吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI090110_PV]",BOOL,8#炉B2炉膛吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI090111_PV]",BOOL,8#炉B3炉膛吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI090112_PV]",BOOL,8#炉B3炉膛吹灰器旋转到位,"base,scan",0
"[V4_DPU2011_HW_DI090113_PV]",BOOL,8#炉B3炉膛吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI090114_PV]",BOOL,8#炉B3炉膛吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI090115_PV]",BOOL,8#炉B3炉膛吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI090116_PV]",BOOL,8#炉B4炉膛吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI090201_PV]",BOOL,8#炉B4炉膛吹灰器旋转到位,"base,scan",0
"[V4_DPU2011_HW_DI090202_PV]",BOOL,8#炉B4炉膛吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI090203_PV]",BOOL,8#炉B4炉膛吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI090204_PV]",BOOL,8#炉B4炉膛吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI090205_PV]",BOOL,8#炉B5炉膛吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI090206_PV]",BOOL,8#炉B5炉膛吹灰器旋转到位,"base,scan",0
"[V4_DPU2011_HW_DI090207_PV]",BOOL,8#炉B5炉膛吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI090208_PV]",BOOL,8#炉B5炉膛吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI090209_PV]",BOOL,8#炉B5炉膛吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI090210_PV]",BOOL,8#炉蒸汽吹灰密封风机2运行,"base,scan",0
"[V4_DPU2011_HW_DI090211_PV]",BOOL,8#炉蒸汽吹灰密封风机2故障,"base,scan",0
"[V4_DPU2011_HW_DI090212_PV]",BOOL,8#炉蒸汽吹灰疏水电动阀2已开,"base,scan",0
"[V4_DPU2011_HW_DI090213_PV]",BOOL,8#炉蒸汽吹灰疏水电动阀2已关,"base,scan",0
"[V4_DPU2011_HW_DI090214_PV]",BOOL,8#炉蒸汽吹灰疏水电动阀2过载,"base,scan",0
"[V4_DPU2011_HW_DI090215_PV]",BOOL,8#炉蒸汽吹灰疏水电动阀2远方,"base,scan",0
"[V4_DPU2011_HW_DI090216_PV]",BOOL,8#炉BL2机柜失电报警,"base,scan",0
"[V4_DPU2011_HW_DI100101_PV]",BOOL,8#炉L1长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI100102_PV]",BOOL,8#炉L1长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI100103_PV]",BOOL,8#炉L1长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI100104_PV]",BOOL,8#炉L1长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI100105_PV]",BOOL,8#炉L2长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI100106_PV]",BOOL,8#炉L2长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI100107_PV]",BOOL,8#炉L2长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI100108_PV]",BOOL,8#炉L2长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI100109_PV]",BOOL,8#炉L3长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI100110_PV]",BOOL,8#炉L3长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI100111_PV]",BOOL,8#炉L3长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI100112_PV]",BOOL,8#炉L3长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI100113_PV]",BOOL,8#炉L4长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI100114_PV]",BOOL,8#炉L4长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI100115_PV]",BOOL,8#炉L4长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI100116_PV]",BOOL,8#炉L4长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI100201_PV]",BOOL,8#炉L5长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI100202_PV]",BOOL,8#炉L5长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI100203_PV]",BOOL,8#炉L5长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI100204_PV]",BOOL,8#炉L5长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI100205_PV]",BOOL,8#炉L6长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI100206_PV]",BOOL,8#炉L6长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI100207_PV]",BOOL,8#炉L6长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI100208_PV]",BOOL,8#炉L6长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI100209_PV]",BOOL,8#炉L7长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI100210_PV]",BOOL,8#炉L7长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI100211_PV]",BOOL,8#炉L7长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI100212_PV]",BOOL,8#炉L7长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI100213_PV]",BOOL,8#炉L8长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI100214_PV]",BOOL,8#炉L8长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI100215_PV]",BOOL,8#炉L8长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI100216_PV]",BOOL,8#炉L8长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI110101_PV]",BOOL,8#炉R1长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI110102_PV]",BOOL,8#炉R1长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI110103_PV]",BOOL,8#炉R1长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI110104_PV]",BOOL,8#炉R1长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI110105_PV]",BOOL,8#炉R2长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI110106_PV]",BOOL,8#炉R2长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI110107_PV]",BOOL,8#炉R2长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI110108_PV]",BOOL,8#炉R2长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI110109_PV]",BOOL,8#炉R3长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI110110_PV]",BOOL,8#炉R3长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI110111_PV]",BOOL,8#炉R3长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI110112_PV]",BOOL,8#炉R3长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI110113_PV]",BOOL,8#炉R4长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI110114_PV]",BOOL,8#炉R4长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI110115_PV]",BOOL,8#炉R4长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI110116_PV]",BOOL,8#炉R4长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI110201_PV]",BOOL,8#炉R5长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI110202_PV]",BOOL,8#炉R5长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI110203_PV]",BOOL,8#炉R5长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI110204_PV]",BOOL,8#炉R5长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI110205_PV]",BOOL,8#炉R6长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI110206_PV]",BOOL,8#炉R6长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI110207_PV]",BOOL,8#炉R6长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI110208_PV]",BOOL,8#炉R6长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI110209_PV]",BOOL,8#炉R7长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI110210_PV]",BOOL,8#炉R7长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI110211_PV]",BOOL,8#炉R7长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI110212_PV]",BOOL,8#炉R7长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI110213_PV]",BOOL,8#炉R8长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI110214_PV]",BOOL,8#炉R8长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI110215_PV]",BOOL,8#炉R8长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI110216_PV]",BOOL,8#炉R8长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI120101_PV]",BOOL,8#炉R9长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI120102_PV]",BOOL,8#炉R9长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI120103_PV]",BOOL,8#炉R9长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI120104_PV]",BOOL,8#炉R9长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI120105_PV]",BOOL,8#炉R10长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI120106_PV]",BOOL,8#炉R10长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI120107_PV]",BOOL,8#炉R10长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI120108_PV]",BOOL,8#炉R10长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI120109_PV]",BOOL,8#炉R11长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI120110_PV]",BOOL,8#炉R11长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI120111_PV]",BOOL,8#炉R11长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI120112_PV]",BOOL,8#炉R11长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI120113_PV]",BOOL,8#炉R12长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI120114_PV]",BOOL,8#炉R12长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI120115_PV]",BOOL,8#炉R12长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI120116_PV]",BOOL,8#炉R12长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI120201_PV]",BOOL,8#炉R13长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI120202_PV]",BOOL,8#炉R13长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI120203_PV]",BOOL,8#炉R13长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI120204_PV]",BOOL,8#炉R13长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI120205_PV]",BOOL,8#炉R14长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI120206_PV]",BOOL,8#炉R14长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI120207_PV]",BOOL,8#炉R14长伸缩吹灰器后退,"base,scan",0
"[V4_DPU2011_HW_DI120208_PV]",BOOL,8#炉R14长伸缩吹灰器过载,"base,scan",0
"[V4_DPU2011_HW_DI120209_PV]",BOOL,8#炉R15长伸缩吹灰器运行,"base,scan",0
"[V4_DPU2011_HW_DI120210_PV]",BOOL,8#炉R15长伸缩吹灰器前进,"base,scan",0
"[V4_DPU2011_HW_DI120211_PV]",BOOL,8#炉R15长伸缩吹灰器后退,"base,scan",0
